Location,Details,Space,Bedrooms,Bathrooms,Description,Price
مدينتي,شقه للبيع بمدينتي,140,3,2,٣ غرف نوم | حمّامين ,1399000
مدينتي,شقة للبيع بمدينتي,82,2,1,٢ غرفتا نوم | حمّام ,2600000
مدينة بدر,شقه 165م للبيع بالعفش,165,3,2,٣ غرف نوم | حمّامين ,0
المستقبل,شقه للبيع في  Mountain View مستقبل سيتي فيو مميز,130,3,2,٣ غرف نوم | حمّامين ,0
التجمع الخامس,شقه للبيع موقع متميز في التجمع الخامس بسعر لقطه قسط علي 5 سنين,150,3,2,٣ غرف نوم | حمّامين ,0
مدينتي,شقه للبيع في سراي سور في سور مدينتي,176,3,2,٣ غرف نوم | حمّامين ,8000000
مدينة بدر,شقة للبيع نصف تشطيب في أحد أفضل أحياء مدينة بدر ( الحي المتميز ),180,3,2,٣ غرف نوم | حمّامين ,930000
مدينة بدر,شقة للبيع في أحد أفضل أحياء مدينة بدر ( الحي المتميز ),150,3,2,٣ غرف نوم | حمّامين ,840000
التجمع الخامس,للبيع شقة ريسيل بسعر القديم  في تاج سلطان فيو بول,170,3,2,٣ غرف نوم | حمّامين ,6500000
النزهة,شقة للبيع مميزة,155,3,1,٣ غرف نوم | حمّام ,650000
العاصمة الإدارية الجديدة,Talah compound,95,1,1,غرفة نوم | حمّام ,3413000
مدينة نصر,شقه للبيع مدينه نصر المنطقه الاولي بجوار جنينه مول متفرع من شارع الطيران,180,2,2,٢ غرفتا نوم | حمّامين ,3100000
التجمع الخامس,شقه للبيع لقطه استلام فوري بمقدم 990 الف بس بجوار الجامعه الامريكيه,150,3,2,٣ غرف نوم | حمّامين ,0
التجمع الخامس,شقه للبيع استلام فوري  بحري بالتسعين الجنوبي,125,2,2,٢ غرفتا نوم | حمّامين ,0
مدينة الرحاب,استلام شقتك ، استلام فوري متشطب و مفروش,143,2,2,٢ غرفتا نوم | حمّامين ,5500000
الساحل,شقة للبيع بموقع متميز في شبرا مصر,135,3,1,٣ غرف نوم | حمّام ,875000
التجمع الخامس,عقارك في ارقي كمبوندات التجمع الخامس,242,4,4,٤ غرف نوم | ٤ حمّامات ,6170000
النزهة,"النزهه ل
الجديده",135,3,1,٣ غرف نوم | حمّام ,1500000
التجمع الخامس,التجمع الخامس,130,3,2,٣ غرف نوم | حمّامين ,1725000
مدينة نصر,شقة في ديجلة تاورز من معمار المرشدي 106م,106,2,1,٢ غرفتا نوم | حمّام ,1050000
التجمع الخامس,ايوه شقتك اول سكن موقع متميز جدا,130,3,2,٣ غرف نوم | حمّامين ,2650000
مدينتي,شقه للبيع في مدينتي B6,88,2,1,٢ غرفتا نوم | حمّام ,2000000
التجمع الأول,شقة 260م بحري جاردن,260,4,3,٤ غرف نوم | ٣ حمّامات ,4750000
الزيتون,شقه لقطه للبيع,140,4,2,٤ غرف نوم | حمّامين ,1250000
التجمع الخامس,شقة للبيع  كمبوند القضاه التجمع الخامس,150,3,3,٣ غرف نوم | ٣ حمّامات ,2200
التجمع الأول,شقق للبيع في التجمع الاول بكمبوند تاج سيتي بأقل مقدم وقسط الباقي بدون فوائد Taj city new cairo,175,3,2,٣ غرف نوم | حمّامين ,700000
شيراتون,شقه 145م للبيع بالعفش والتكييفات / عمارات العبور صلاح سالم مصر الجديده,145,3,1,٣ غرف نوم | حمّام ,2500000
شيراتون,شقه 150م للبيع / واجهه / مصر للتعمير شيراتون,150,3,2,٣ غرف نوم | حمّامين ,2200000
التجمع الأول,فيلا بسع الدوبليكس,270,4,3,٤ غرف نوم | ٣ حمّامات ,890000
التجمع الخامس,شقة متشطبة بالكامل في التجمع علي شارع التسعين مساحتها 160م بمقدم 650 الف,160,2,2,٢ غرفتا نوم | حمّامين ,650000
شبرا,"شقه 160م للبيع بش المقسي دوران شبرا روض الفرج 2600,000مباني1920",160,4,2,٤ غرف نوم | حمّامين ,2600000
مدينة نصر,شقة للبيع فى دجله لاند مارك معمار المرشدى,79,2,1,٢ غرفتا نوم | حمّام ,1050000
مدينة بدر,مدينة بدر شقة اسكان اجتماعي,90,3,1,٣ غرف نوم | حمّام ,0
عين شمس,شقه للبيع مساحه 120م,120,3,1,٣ غرف نوم | حمّام ,550000
العبور,شقه رائعه في الحي التاسع الفاخر / مدينه العبور,125,2,1,٢ غرفتا نوم | حمّام ,2000000
حدائق القبة,شقه دوبلكس للبيع,385,5,2,٥ غرف نوم | حمّامين ,6000000
مدينة نصر,شقه للبيع 220م شارع مصطفى النحاس الرئيسي قرب مكرم عبيد,220,3,3,٣ غرف نوم | ٣ حمّامات ,4200000
القاهرة الجديدة,شقة استلام فورى في التجمع الخامس  222 م في كمبوند سيفورا بالتقسيط علي 7 سنوات,222,4,3,٤ غرف نوم | ٣ حمّامات ,7443660
مدينة الشروق,شقة للبيع كمباوند البروج اول سكن تسليم فوري,145,2,2,٢ غرفتا نوم | حمّامين ,3200000
التجمع الخامس,شقه 160متر ريسيل  بكمبوند تاچ سيتي مرحله Zone T  استلام فورى,160,3,3,٣ غرف نوم | ٣ حمّامات ,4500000
مدينة بدر,شقة للبيع بالحى المتميز مدينة بدر ( ناصية طريق السويس والروبيكى أمام هايبر وان مباشرة ),145,3,2,٣ غرف نوم | حمّامين ,750000
العاصمة الإدارية الجديدة,شقة 213 م استلام سنة في العاصمة الادارية بالتقسيط علي 8 سنوات,213,4,4,٤ غرف نوم | ٤ حمّامات ,4226985
الزمالك,شقة راقية بحى الزمالك,250,4,3,٤ غرف نوم | ٣ حمّامات ,0
التجمع الأول,شقة للبيع بأرقى مناطق فيلات البنفسج تشطيب الترا دور اول 230متر,230,3,3,٣ غرف نوم | ٣ حمّامات ,4350000
التجمع الخامس,شقه ريسيل بكمبوند تاچ سيتي للبيع بالسعرالقديم دبل فيوكورنر,176,3,2,٣ غرف نوم | حمّامين ,4600000
المعادي,ابراج كورنيش النيل,210,3,2,٣ غرف نوم | حمّامين ,0
التجمع الخامس,للبيع شقه ريسيل في تاج سلطان فيو بول بسعر القديم,170,3,2,٣ غرف نوم | حمّامين ,6500000
مدينة الرحاب,فرصة شقة 74 متر بجاردن 35 متر في الرحاب تشطيبات خاصة 2 نوم و1 حمام المرحلة الثالثة,74,2,1,٢ غرفتا نوم | حمّام ,3200000
التجمع الأول,شقه للبيع والاستثمار في الرحاب,162,3,2,٣ غرف نوم | حمّامين ,5000000
مدينة الشروق,شقة للبيع بكمبوند معادي فيو الشروق,146,2,2,٢ غرفتا نوم | حمّامين ,6700000
التجمع الخامس,بنتهاوس متشطب بالتكييفات للبيع في التجمع الخامس من المراسم,171,3,3,٣ غرف نوم | ٣ حمّامات ,1200000
العبور,لقطه شقة للبيع ف العبور  الحي التالت,185,3,2,٣ غرف نوم | حمّامين ,1650000
دار السلام,شقه علي كورنيش النيل,125,3,1,٣ غرف نوم | حمّام ,900
مدينة نصر,شقه بمدينه نصر,120,3,1,٣ غرف نوم | حمّام ,1600000
اكتوبر الجديدة,شقه ف حدائق الاهرام,140,3,2,٣ غرف نوم | حمّامين ,1500000
مدينة الشروق,شقق فى ڤيلا للبيع,225,3,3,٣ غرف نوم | ٣ حمّامات ,0
المقطم,شقه للبيع في مدينه عباد الرحمن طريق دائري المعادي بجوار البارون سيتي وبرج سما القاهره,105,3,1,٣ غرف نوم | حمّام ,0
عين شمس,شقه 3 غرف و صاله و حمام و مطبخ - برجاء مراجعه وصف الاعلان,100,2,1,٢ غرفتا نوم | حمّام ,310000
العبور,شقق للبيع الحق الفرصه,200,4,3,٤ غرف نوم | ٣ حمّامات ,1700000
العبور,شقة 174 م بكمبوند الجولف سيتي بمدينة العبور سوبرلوكس بالدور الاول علي الشارع الرئيسي,174,3,2,٣ غرف نوم | حمّامين ,4100000
التجمع الخامس,شقة للبيع بسعر لقطة وبالتقسيط المريح بدون فوائد في أرقي كمبوند سراي التجمع الخامس sarai new cairo,160,3,2,٣ غرف نوم | حمّامين ,550000
مدينة بدر,شقة للبيع بمدينة بد حى النرجس 90 متر فكة حظر بيع,90,3,1,٣ غرف نوم | حمّام ,0
التجمع الخامس,شقة 200متر للبيع بالتجمع الخامس بالمستثمرين عائلي تشطيب الترا سوبر لوكس تتكون من 2 عرف نوم ويمكن عمل,200,3,2,٣ غرف نوم | حمّامين ,3200000
اكتوبر الجديدة,للبيع شقة 6 اكتوبر,80,2,1,٢ غرفتا نوم | حمّام ,2000000
عين شمس,شقة تمليك للبيع بمساكن عين شمس بلوك 24 مدخل 2,70,2,1,٢ غرفتا نوم | حمّام ,150000
التجمع الأول,* شقه 3غرف بالتجمع الاول بالتقسيط علي 8 سنوات امام مطار القاهره الدولي,155,3,2,٣ غرف نوم | حمّامين ,500000
مدينة نصر,شقة رائعة فى مدينة نصر تطل على سيتى ستارز,280,3,3,٣ غرف نوم | ٣ حمّامات ,4500000
الزيتون,شقة للبيع الزيتون,100,2,1,٢ غرفتا نوم | حمّام ,850000
التجمع الخامس,"شقة للبيع 156م في القاهرة الجديدة كمبوند سراي (Sarai new Cairo) من شركة مدينة مصر 
3 غرف - 2 حمام",156,3,3,٣ غرف نوم | ٣ حمّامات ,400000
القاهرة الجديدة,شقه مع روف للبيع مساحه الشقه 185متر مساحه الروف 162متر,185,5,3,٥ غرف نوم | ٣ حمّامات ,1200000
مدينة نصر,شقة لقطة بموقع متميز جدا في حي السفارات بمدينة نصر,250,3,2,٣ غرف نوم | حمّامين ,4000000
مدينة الشروق,شقه 120 متر بمدينه المستقبل,120,3,1,٣ غرف نوم | حمّام ,1250000
مدينتي,شقه للبيع بمدينتي,77,2,1,٢ غرفتا نوم | حمّام ,2500000
التجمع الخامس,شقة لقطة بالتجمع الخامس ، الحي الأول ڤيلات بالتقسيط,215,3,3,٣ غرف نوم | ٣ حمّامات ,4200000
مدينة الشروق,"دوبلكس للبيع استلام فوري بالشروق 
ارضي و بيزمنت معاهم جاردن",255,4,4,٤ غرف نوم | ٤ حمّامات ,1550000
التجمع الخامس,شقه للبيع استلام فوري نص تشطيب اول بلكونه بفيلات قصور النرجس بالتجمع الخامس,210,4,4,٤ غرف نوم | ٤ حمّامات ,4500000
مدينة نصر,شقه  للبيع بمدينه نصر المنطقه التامنه  شارع نجيب محفوظ,150,3,2,٣ غرف نوم | حمّامين ,2500000
القاهرة الجديدة,apartment for sale in new cairo 98 m semi finished  شقة للبيع في كمبوند فالنسيا في التجمع الخامس,98,2,2,٢ غرفتا نوم | حمّامين ,2598000
القاهرة الجديدة,فيلا برايم لوكيشن خلف مدينتى دايركت فى ماونتن فيو المستقبل سيتى,190,3,2,٣ غرف نوم | حمّامين ,790000
العاصمة الإدارية الجديدة,كمبوند /ray,370,5,4,٥ غرف نوم | ٤ حمّامات ,7000000
القاهرة الجديدة,فرصتك لامتلاك شقتك في ماونتن فيوا بمقدم 5%وقسط 8 سنوات,155,3,3,٣ غرف نوم | ٣ حمّامات ,4459999
مدينة الرحاب,استوديو ارضي بحديقه للبيع في مدينه الرحاب,60,1,1,ستوديو | حمّام ,3250000
حلوان,شقة 135000جنية,75,2,1,٢ غرفتا نوم | حمّام ,135000
مدينتي,"عاجل التنازل بأسمك  شقة للبيع  بمدينتي 103م B6
اول سكن الدور { الثالث}تشطيب سوبر لوكس",103,3,2,٣ غرف نوم | حمّامين ,1200000
مدينتي,عاجل ادفع 664 الف شقتك الآن مساحة 75 متر بالبي 12 بجوار الخدمات بحري,75,2,1,٢ غرفتا نوم | حمّام ,664000
التجمع الخامس,شقه 155 متر لقطه للبيع بخصم 39% فى كمبوند تاج سيتى taj city امام فندق كمبينيسكى ومطار القاهره الدولى,155,3,3,٣ غرف نوم | ٣ حمّامات ,530000
مدينتي,بمدينتي فرصه 78م للسكن او الاستثمار شقه ارضي,78,2,1,٢ غرفتا نوم | حمّام ,2300000
